"sim.id","status","reg.of.origin","w","alpha","beta","sigma_E","carry.cap","energy.gradient","max.K","num.of.bins","max.time","max.richness","replicate","disturb_frequency","temperate_disturb_intensity","tropical_disturb_intensity","specn.gradient","specn.factor","gamma"
239,"completed","tropical",3,1e-05,1e-04,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
240,"completed","tropical",3,1e-05,1e-04,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
241,"completed","tropical",3,1e-05,0.001,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
242,"completed","tropical",3,1e-05,0.001,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
243,"completed","tropical",3,1e-05,0.001,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
244,"completed","tropical",3,1e-05,0.001,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
245,"completed","tropical",3,1e-05,0.001,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
246,"completed","tropical",3,1e-05,0.001,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
247,"completed","tropical",3,1e-05,0.001,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
248,"completed","tropical",3,1e-05,0.001,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
249,"completed","tropical",3,1e-05,0.001,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
250,"completed","tropical",3,1e-05,0.001,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
251,"completed","tropical",3,1e-05,0.001,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
252,"completed","tropical",3,1e-05,0.001,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
253,"completed","tropical",3,1e-05,0.001,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
254,"completed","tropical",3,1e-05,0.001,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
255,"completed","tropical",3,1e-05,0.001,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
256,"completed","tropical",3,1e-05,0.001,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
257,"completed","tropical",3,1e-05,0.001,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
258,"completed","tropical",3,1e-05,0.001,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
259,"completed","tropical",3,1e-05,0.001,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
260,"completed","tropical",3,1e-05,0.001,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
261,"completed","tropical",3,1e-05,0.001,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
262,"completed","tropical",3,1e-05,0.001,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
263,"completed","tropical",3,1e-05,0.001,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
264,"completed","tropical",3,1e-05,0.001,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
265,"completed","tropical",3,1e-05,0.01,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
266,"completed","tropical",3,1e-05,0.01,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
267,"completed","tropical",3,1e-05,0.01,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
268,"completed","tropical",3,1e-05,0.01,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
269,"completed","tropical",3,1e-05,0.01,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
270,"completed","tropical",3,1e-05,0.01,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
271,"completed","tropical",3,1e-05,0.01,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
272,"completed","tropical",3,1e-05,0.01,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
273,"completed","tropical",3,1e-05,0.01,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
274,"completed","tropical",3,1e-05,0.01,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
275,"completed","tropical",3,1e-05,0.01,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
276,"completed","tropical",3,1e-05,0.01,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
277,"completed","tropical",3,1e-05,0.01,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
278,"completed","tropical",3,1e-05,0.01,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
279,"completed","tropical",3,1e-05,0.01,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
280,"completed","tropical",3,1e-05,0.01,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
281,"completed","tropical",3,1e-05,0.01,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
282,"completed","tropical",3,1e-05,0.01,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
283,"completed","tropical",3,1e-05,0.01,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
284,"completed","tropical",3,1e-05,0.01,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
285,"completed","tropical",3,1e-05,0.01,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
286,"completed","tropical",3,1e-05,0.01,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
287,"completed","tropical",3,1e-05,0.01,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
288,"completed","tropical",3,1e-05,0.01,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
289,"completed","tropical",3,1e-06,1e-05,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
290,"completed","tropical",3,1e-06,1e-05,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
291,"completed","tropical",3,1e-06,1e-05,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
292,"completed","tropical",3,1e-06,1e-05,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
293,"completed","tropical",3,1e-06,1e-05,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
294,"completed","tropical",3,1e-06,1e-05,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
295,"completed","tropical",3,1e-06,1e-05,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
296,"completed","tropical",3,1e-06,1e-05,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
297,"completed","tropical",3,1e-06,1e-05,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
298,"completed","tropical",3,1e-06,1e-05,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
299,"completed","tropical",3,1e-06,1e-05,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
300,"completed","tropical",3,1e-06,1e-05,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
301,"completed","tropical",3,1e-06,1e-05,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
302,"completed","tropical",3,1e-06,1e-05,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
303,"completed","tropical",3,1e-06,1e-05,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
304,"completed","tropical",3,1e-06,1e-05,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
305,"completed","tropical",3,1e-06,1e-05,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
306,"completed","tropical",3,1e-06,1e-05,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
307,"completed","tropical",3,1e-06,1e-05,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
308,"completed","tropical",3,1e-06,1e-05,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
309,"completed","tropical",3,1e-06,1e-05,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
310,"completed","tropical",3,1e-06,1e-05,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
311,"completed","tropical",3,1e-06,1e-05,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
312,"completed","tropical",3,1e-06,1e-05,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
313,"completed","tropical",3,1e-06,1e-04,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
314,"completed","tropical",3,1e-06,1e-04,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
315,"completed","tropical",3,1e-06,1e-04,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
316,"completed","tropical",3,1e-06,1e-04,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
317,"completed","tropical",3,1e-06,1e-04,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
318,"completed","tropical",3,1e-06,1e-04,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
319,"completed","tropical",3,1e-06,1e-04,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
320,"completed","tropical",3,1e-06,1e-04,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
321,"completed","tropical",3,1e-06,1e-04,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
322,"completed","tropical",3,1e-06,1e-04,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
323,"completed","tropical",3,1e-06,1e-04,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
324,"completed","tropical",3,1e-06,1e-04,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
325,"completed","tropical",3,1e-06,1e-04,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
326,"completed","tropical",3,1e-06,1e-04,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
327,"completed","tropical",3,1e-06,1e-04,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
328,"completed","tropical",3,1e-06,1e-04,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
329,"completed","tropical",3,1e-06,1e-04,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
330,"completed","tropical",3,1e-06,1e-04,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
331,"completed","tropical",3,1e-06,1e-04,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
332,"completed","tropical",3,1e-06,1e-04,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
333,"completed","tropical",3,1e-06,1e-04,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
334,"completed","tropical",3,1e-06,1e-04,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
335,"completed","tropical",3,1e-06,1e-04,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
336,"completed","tropical",3,1e-06,1e-04,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
337,"completed","tropical",3,1e-06,0.001,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
338,"completed","tropical",3,1e-06,0.001,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
339,"completed","tropical",3,1e-06,0.001,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
340,"completed","tropical",3,1e-06,0.001,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
341,"completed","tropical",3,1e-06,0.001,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
342,"completed","tropical",3,1e-06,0.001,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
343,"completed","tropical",3,1e-06,0.001,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
344,"completed","tropical",3,1e-06,0.001,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
345,"completed","tropical",3,1e-06,0.001,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
346,"completed","tropical",3,1e-06,0.001,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
347,"completed","tropical",3,1e-06,0.001,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
348,"completed","tropical",3,1e-06,0.001,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
349,"completed","tropical",3,1e-06,0.001,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
350,"completed","tropical",3,1e-06,0.001,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
351,"completed","tropical",3,1e-06,0.001,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
352,"completed","tropical",3,1e-06,0.001,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
353,"completed","tropical",3,1e-06,0.001,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
354,"completed","tropical",3,1e-06,0.001,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
355,"completed","tropical",3,1e-06,0.001,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
356,"completed","tropical",3,1e-06,0.001,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
357,"completed","tropical",3,1e-06,0.001,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
358,"completed","tropical",3,1e-06,0.001,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
359,"completed","tropical",3,1e-06,0.001,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
360,"completed","tropical",3,1e-06,0.001,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
361,"completed","tropical",3,1e-07,1e-06,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
362,"completed","tropical",3,1e-07,1e-06,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
363,"completed","tropical",3,1e-07,1e-06,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
364,"completed","tropical",3,1e-07,1e-06,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
365,"completed","tropical",3,1e-07,1e-06,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
366,"completed","tropical",3,1e-07,1e-06,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
367,"completed","tropical",3,1e-07,1e-06,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
368,"completed","tropical",3,1e-07,1e-06,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
369,"completed","tropical",3,1e-07,1e-06,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
370,"completed","tropical",3,1e-07,1e-06,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
371,"completed","tropical",3,1e-07,1e-06,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
372,"completed","tropical",3,1e-07,1e-06,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
373,"completed","tropical",3,1e-07,1e-06,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
374,"completed","tropical",3,1e-07,1e-06,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
375,"completed","tropical",3,1e-07,1e-06,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
376,"completed","tropical",3,1e-07,1e-06,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
377,"completed","tropical",3,1e-07,1e-06,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
378,"completed","tropical",3,1e-07,1e-06,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
379,"completed","tropical",3,1e-07,1e-06,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
380,"completed","tropical",3,1e-07,1e-06,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
381,"completed","tropical",3,1e-07,1e-06,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
382,"completed","tropical",3,1e-07,1e-06,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
383,"completed","tropical",3,1e-07,1e-06,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
384,"completed","tropical",3,1e-07,1e-06,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
385,"completed","tropical",3,1e-07,1e-05,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
386,"completed","tropical",3,1e-07,1e-05,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
387,"completed","tropical",3,1e-07,1e-05,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
388,"completed","tropical",3,1e-07,1e-05,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
389,"completed","tropical",3,1e-07,1e-05,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
390,"completed","tropical",3,1e-07,1e-05,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
391,"completed","tropical",3,1e-07,1e-05,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
392,"completed","tropical",3,1e-07,1e-05,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
393,"completed","tropical",3,1e-07,1e-05,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
394,"completed","tropical",3,1e-07,1e-05,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
395,"completed","tropical",3,1e-07,1e-05,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
396,"completed","tropical",3,1e-07,1e-05,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
397,"completed","tropical",3,1e-07,1e-05,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
398,"completed","tropical",3,1e-07,1e-05,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
399,"completed","tropical",3,1e-07,1e-05,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
400,"completed","tropical",3,1e-07,1e-05,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
401,"completed","tropical",3,1e-07,1e-05,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
402,"completed","tropical",3,1e-07,1e-05,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
403,"completed","tropical",3,1e-07,1e-05,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
404,"completed","tropical",3,1e-07,1e-05,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
405,"completed","tropical",3,1e-07,1e-05,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
406,"completed","tropical",3,1e-07,1e-05,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
407,"completed","tropical",3,1e-07,1e-05,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
408,"completed","tropical",3,1e-07,1e-05,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
409,"completed","tropical",3,1e-07,1e-04,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
410,"completed","tropical",3,1e-07,1e-04,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
411,"completed","tropical",3,1e-07,1e-04,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
412,"completed","tropical",3,1e-07,1e-04,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
413,"completed","tropical",3,1e-07,1e-04,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
414,"completed","tropical",3,1e-07,1e-04,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
415,"completed","tropical",3,1e-07,1e-04,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
416,"completed","tropical",3,1e-07,1e-04,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
417,"completed","tropical",3,1e-07,1e-04,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
418,"completed","tropical",3,1e-07,1e-04,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
419,"completed","tropical",3,1e-07,1e-04,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
420,"completed","tropical",3,1e-07,1e-04,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
421,"completed","tropical",3,1e-07,1e-04,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
422,"completed","tropical",3,1e-07,1e-04,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
423,"completed","tropical",3,1e-07,1e-04,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
424,"completed","tropical",3,1e-07,1e-04,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
425,"completed","tropical",3,1e-07,1e-04,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
426,"completed","tropical",3,1e-07,1e-04,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
427,"completed","tropical",3,1e-07,1e-04,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
428,"completed","tropical",3,1e-07,1e-04,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
429,"completed","tropical",3,1e-07,1e-04,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
430,"completed","tropical",3,1e-07,1e-04,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
431,"completed","tropical",3,1e-07,1e-04,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
432,"completed","tropical",3,1e-07,1e-04,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
433,"completed","tropical",5,1e-05,1e-04,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
434,"completed","tropical",5,1e-05,1e-04,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
435,"completed","tropical",5,1e-05,1e-04,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
436,"completed","tropical",5,1e-05,1e-04,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
437,"completed","tropical",5,1e-05,1e-04,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
438,"completed","tropical",5,1e-05,1e-04,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
439,"completed","tropical",5,1e-05,1e-04,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
440,"completed","tropical",5,1e-05,1e-04,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
441,"completed","tropical",5,1e-05,1e-04,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
442,"completed","tropical",5,1e-05,1e-04,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
443,"completed","tropical",5,1e-05,1e-04,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
444,"completed","tropical",5,1e-05,1e-04,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
445,"completed","tropical",5,1e-05,1e-04,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
446,"completed","tropical",5,1e-05,1e-04,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
447,"completed","tropical",5,1e-05,1e-04,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
448,"completed","tropical",5,1e-05,1e-04,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
449,"completed","tropical",5,1e-05,1e-04,9,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
450,"completed","tropical",5,1e-05,1e-04,9,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
451,"completed","tropical",5,1e-05,1e-04,9,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
452,"completed","tropical",5,1e-05,1e-04,9,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
453,"completed","tropical",5,1e-05,1e-04,11,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
454,"completed","tropical",5,1e-05,1e-04,11,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
455,"completed","tropical",5,1e-05,1e-04,11,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
456,"completed","tropical",5,1e-05,1e-04,11,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
457,"completed","tropical",5,1e-05,0.001,1,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
458,"completed","tropical",5,1e-05,0.001,1,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
459,"completed","tropical",5,1e-05,0.001,1,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
460,"completed","tropical",5,1e-05,0.001,1,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
461,"completed","tropical",5,1e-05,0.001,3,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
462,"completed","tropical",5,1e-05,0.001,3,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
463,"completed","tropical",5,1e-05,0.001,3,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
464,"completed","tropical",5,1e-05,0.001,3,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
465,"completed","tropical",5,1e-05,0.001,5,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
466,"completed","tropical",5,1e-05,0.001,5,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
467,"completed","tropical",5,1e-05,0.001,5,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
468,"completed","tropical",5,1e-05,0.001,5,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
469,"completed","tropical",5,1e-05,0.001,7,"on","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
470,"completed","tropical",5,1e-05,0.001,7,"on","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
471,"completed","tropical",5,1e-05,0.001,7,"off","on",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
472,"completed","tropical",5,1e-05,0.001,7,"off","off",10000,11,30000,3000,0,0,0,0,"off",NA,0.1
